Date,CAC40...France,Basic.Materials,Consumer.Goods,Consumer.Services,Financials,Healthcare,Industrials,Oil...Gas,Technology,Telecomm,Utilities,ABS,EDE,AXW,DBV,IDL,SPS,ERO,ACC,BIT,BVI,APR,AIR,ATO,ASY,CAR,LTE,AGT,CAS,AXA,AIR.1,DAS,CAG,CAC,ADP,CRB,CC.,ASI,CHB,AKA,NAT,JCQ,MBW,FOU,GNF,LVM,SAV,ILD,IPH,ING,BIO,EGA,EDF,SGE,AKE,CAI,ARE,KOF,AIR.2,BUL,DAN,ROT,CAP,NPO,ORA,KOR,NEX,IMA,CIT,DIO,DIR,AVM,ISO,MAT,LBC,FLY,ESS,MAU,NRO,ALS,ERM,RCO,ICA,STD,EXE,FDR,EDL,ALT,BOU,PHA,PLO,PRT,NEX.1,NVC,RXL,LOI,ELE,TOT,SON,MAN,IPN,IPA,GFI,VLO,GFC,ESS.1,IMT,CNA,DBG,ETL,ESI,ROC,CNP,CEG,WAV,EUR,REN,CDA,ROB,EUF,PYH,FFP,FAI,GRB,SCH,LOU,LEC,HRM,PER,LPE,TFF,BOI,BON,VCT,JCD,EPE,COL,EXH,PUB,VET,TES,SOI,DAM,MGI,BIC,ZOD,GPB,TCH,LEG,STF,VLL,BOL,BNP,VIR,TCF,VIV,VIE,SDG,MER,GEN,SES,ALM,RUB,SAS,VIL,WLD,TFF.1,MWD,SOP,SEB,TRI,PEU,MIC,USA,GET,ORE,SAB,MMT,ABI,UBI,SAF,LAG,LYQ,MTB,ORP,HAV,SCO,LYW,SOG,SAM,SGO,MTI,TER,EPM,TEC,LY1,LYM,SEV,ENG,C50,CEU,CMU,CU2,CV9,CRP,CFA,DSB,X1G,X500,AEE,AAS
22-04-15,5211.09,1820.23,2135.45,1249.29,905.84,1639.82,1683.07,911.47,996.89,750.24,763.14,15.69,24.49,19.04,47.8,91.7,57.09,192.1,50.68,5.01,20.905,12.9,8.305,67.74,19.98,31.64,44.92,44,80.5,23.485,119.6089192,65.64,13.69,51.885,112.5,19.195,190.4,188.27,14.4,24.75207107,56.3,19.45,17,55.18,39.45388566,160.85,58.44,220.25,9.15,109.65,92.22,300.67,22.705,56.77,72.88,86,8.021,28.75,65.8,650,66.8,22.4,80.14,44.680749,15.53,31.76,33,180.90604,48.89,179.7,12.6,1179.6,25.6,47.5,80.53932808,43.6,113.6,8.25,15.31,28.565,77.55,71.29,80.06,39.000078,44.1,92.65,1.25,9.364,38.2,22.912,26.7,171.1,38.465,14.15,16.57,44.82,95.31,48.425,7.74,17.31,46.36,25.16529429,29.04,49.04995095,128.25,46.51,71.43,7.147531511,2.872,31.835,41.94039898,69.88,16.565,37,43.3,57.67245883,94.3,17.16,199,262.75,17.4,74.8925081,55.19,36.89,70.68,78.68,13.64,338.95,113.6,83.8,88,102.6,25.1,65.5,33.15,45.5,148.57136,92.26,78.3,35.6,89.75,0.71170007,249,12.8,148.9881692,33.195,17.69,5.912909495,52.21,55.73,14.56048272,5,58.01,237.2,54.89,22.875,19.07,22.72,23.2,34.595,32.26,11.55,60.53795033,96.49,75.17,167.03,15.18827308,111.3,75.4,69.99,32.14,17.295,95.79,190.53,14.145,177.1,5.6,19.595,19.13,17.67,70,28.9,126.2,150.99,59.55,7.34,33.395,33.14,45.75,106.5,41.27,150.1,29,1066,63.99,11.932,23.28,17.56,19.095,71.355,212.53,185.81,225.66,223.93,142.27,29.3,42.61,225.74,32.953,3.981,27.64
23-04-15,5178.91,1807.55,2129.82,1242.63,900.24,1626.78,1669.24,912.06,994.79,741.55,760.48,15.56,24.4,19.15,47.42,91.95,56.99,191.45,50.15,5.03,20.95,12.74,8.088,69.86,19.88,31.48,45.09,44.5,80.45,23.11,117.9530954,69.07,13.695,51.59,111.55,19.27,190.4,183.05,14.45,24.75207107,56.5,19.565,17.01,54.78,41.714214,159.3,58,217.95,8.97,107.9,97.22,300,22.665,56.27,72.38,85.59,7.955,29.5,65.64,647.5,66.79,22.515,78.73,44.2467638,15.35,31.425,32.1,180.90604,48.9,177.9,12.5,1155.35,25.805,47.5,78.8988568,43.31,112.95,8.408,15.33,28.62,75.99,71.62,79.25,38.52507705,43.77,92,1.25,9.837,38.34,22.912,26.96,169,38.18,14.13,16.465,44.085,96.48,48.415,7.73,17.52,47.47,25.04132732,27.6,49.58328375,127.4,46.45,71.18,7.233935518,2.837,31.57,42.03725902,69.4,16.6,36.61,43.32,56.80105874,93.59,17,196,262.2,17.75,73.66573518,54.5,36.77,69.39,78.5,13.54,337.75,116.3,83.3,88,101,25.54,65,33.21,44.5,146.2963611,91.9,77.61,35.55,89.6,0.71170007,271.5,13.19,146.3915322,33.155,18.03,6.014905981,51.26,55.15,14.56950036,4.9,58.01,234,55.09,22.96,19.015,22.73,22.895,34.47,32.06,11.54,61.14835087,95.35,75.06,166.42,15.13943619,110.7,76.35,70.47,32,16.82,102,189.62,14.12,175,5.52,19.59,18.91,17.7,69.11,28.665,126.21,151.03,59.21,7.39,33.04,33.18,45.105,106.52,40.415,150.02,29,1042,64.6,11.919,23.19,17.815,18.92,70.875,211.8,184.63,224.64,223.6,142.18,29.4,42.6,225.77,32.804,3.97,27.38
24-04-15,5201.45,1810.91,2149.58,1243.65,905.23,1637.47,1676.28,904.02,991.98,748.31,771.99,15.8,24.455,19,47.99,91.94,57.22,192.2,49.965,5.03,20.95,12.94,8.235,71.35,19.75,31.415,45.675,44.5,80.83,22.87,116.1998702,69.33,14.115,51.76,111.95,19.12,190.3,182.85,15.025,25.86363895,56.15,19.47,17.17,54.8,38.80392,161.05,57.99,215.9,13.35,107.45,98.06,299.99,22.755,56.69,72,85.6,7.811,29.85,65.14,642,66.98,23,78.37,43.62044425,15.49,31.45,32.125,180.90604,48.72,179.15,12.5,1166.45,25.845,47.5,79.43591585,43.745,114,8.33,15.25,29.315,77.31,71.35,78.61,38.20840975,43.55,87,1.25,9.931,38.7,22.64,26.475,167.9,38,14.05,16.495,43.725,96.78,48.005,7.7,17.45,48.045,24.87603803,27.6,50.14994985,129.65,47.39,71.44,7.340500461,2.811,31.65,40.92336852,69.21,16.315,36.9,43.35,57.6191078,97.08,17,196,265.75,17.88,74.33848162,55.75,37.59,69.4,76.5,13.58,338.3,117.25,84,88,101,25.56,65.93,33.105,44.465,148.1999316,92.49,77.86,35.56,89.99,0.70370344,272,13.1,148.596224,33.64,17.695,6.098620078,52.36,55.3,14.36209464,5.001,58.99,236.85,55.05,23.09,19.565,22.73,22.695,34.905,31.85,11.5,61.65045454,95.86,77,166.4,15.06770388,109.85,76.3,82.84,33.28,17.165,101.85,189.59,14.28,175.75,5.46,19.53,19.17,17.4,68.83,28.8,126.21,151.02,59.33,7.43,32.86,33.37,45.835,106.55,41.07,149.77,28.61,1040.1,63.47,11.977,23.385,18.55,19.29,71.19,212.47,185.67,224.49,224.63,142.21,29.35,42.6,225.42,32.802,3.984,27.44
27-04-15,5268.91,1847.64,2170.62,1257.89,915.85,1657.82,1691.1,924.51,1013.72,754.58,779.18,15.9,24.305,19.55,47.82,91.9,57.85,194.21,50.76,5.03,20.9,12.85,8.366,72.21,19.7,31.615,45.54,44.9,80.55,23.325,118.1965989,71.11,14.34,52.45,113.2,19.095,189.5,185.5,15.085,26.363639,57.38,19.5,17.27,56.27,36.64060146,162.65,58.2,218.15,15.6,109.8,98.29,299.8,22.94,56.27,74.3,86.08,7.7,30.7,65.75,637,67.48,23.05,84.54,43.20618565,15.62,31,32.37,180.6110845,47.96,181.3,11.8,1180.15,26.235,47.16,81.9259169,42.25,114.9,8.34,15.38,29.445,78.28,73.14,80.03,38.49174365,43.63,88.09,1.25,9.972,39.045,22.59,26.44,170.65,38.37,14.23,16.86,44.475,97.23,49.17,7.69,17.95,48.83,24.95868268,27.665,51.11661555,130.05,47.63,73.41,7.434584825,2.885,31.96,40.48749832,70.68,16.515,38.98,43.32,58.88174875,97.04,17,193,264.55,18.12,75.72354782,56.5,38,70.65,76.5,13.4,337.65,116.9,84,87.86,100.65,25.7,66.58,33.66,45.33,143.45,93.04,78.13,35.2,89.51,0.69570681,272,13.32,149.1841418,33.885,17.865,6.0620553,53.51,55.72,14.64765324,5.161,59.17,239.1,55.83,23.12,19.625,22.73,23.135,34.8,32.125,11.35,61.93596447,97.33,77.36,166.93,15.32114352,111.9,77.09,87.03,32.38,17.44,102.5,189.02,14.43,179.25,5.5,19.655,19.11,17.255,68.28,29.1,126.215,151.09,60.28,7.5,33.045,33.39,46.755,106.55,41.675,149.92,28.31,1060.1,64.18,12.041,23.77,18.96,19.51,72.335,214.31,188.62,224.03,227.03,142.38,30,42.61,225.92,32.74,3.995,27.4
28-04-15,5173.38,1827.49,2124.41,1236.12,902.15,1612.07,1662.65,933.1,991.22,719.34,777.19,15.7,24.045,19.4,46.9,91.9,57.05,190.61,49.33,5.04,20.78,12.93,8.26,71.14,19.6,31.575,43.925,44.7,81.15,22.5,116.1998702,69.45,14.225,51.6,112.75,19.02,190,183.42,14.825,25.7272753,57.2,19.3,17.94,55.7,35.893626,158.85,58.6,213.15,15.9,107.2,97,297,23.095,56.22,72.47,86.34,7.714,31,62.9,633,66.37,23.18,81.49,43.17659575,14.89,30.785,36.4,177.956485,48.3,177.4,12.01,1161.05,26.25,47,83.000035,42,111.85,8.436,15.25,28.67,78.48,71.28,78.17,38.000076,43.02,86.34,1.25,9.756,37.27,22.42,25.875,169.85,37.68,14.24,16.63,43.205,97,49.68,7.69,17.52,47.92,24.66942642,28,49.18328415,124.65,48.97,71.05,7.355861173,2.811,31.565,40.19691819,69.93,16.285,38.99,43,57.57464861,95.22,17,200,256.85,17.96,73.5074419,56.3,38.01,69.17,76,13.03,335.95,114.75,84,86.91,100.4,25.58,65.47,33.08,43.555,142.4,91.47,76.21,34.88,90,0.69570681,271.5,13.05,146.7344843,33.785,17.995,5.90809834,52.13,55.84,14.428224,5.177,58.61,236.5,54.72,22.805,19.545,22.65,22.66,34.235,31.89,11.4,61.64060937,94.15,75.2,164.89,15.04379448,110.1,76.2,84.7,32.89,17.075,100.55,187.06,14.345,174,5.4,18.59,19.04,17.085,68.03,28.795,126.245,151.16,59.12,7.32,32.565,32.87,46.215,106.56,40.495,149.9,28.4,1050,64.17,11.908,23.525,18.845,19.315,71.275,211.3,185.53,221.53,224.05,142.47,30,42.57,225.75,32.361,3.976,27.24
29-04-15,5039.39,1774.01,2078.02,1215.02,886.82,1572.9,1624.91,908.41,966.13,700.27,759.57,15.58,23.685,19.77,46.57,97,56.17,187,48.51,5.02,20.825,12.76,8.15,69.93,19.4,30.88,43.155,44.7,80.18,22.245,112.985624,67.58,14.01,50.255,110.4,18.905,189.5,178.17,14.515,25.5454571,59.15,18.86,18.05,54.4,35.41827798,155.75,58.4,208.2,15.38,104.2,95.4,302,22.825,54.77,70.75,82.64,7.84,31.17,60.58,632,64.38,22.685,78.38,42.18040245,14.495,30.355,35.865,175.00693,48.3,174.6,12.39,1152,25.99,46.79,83.80074122,41.73,108.05,8.314,15.22,28.25,76.12,68.59,77.8,38.0167427,43.3,84.84,1.26,9.584,37.07,22.4,24.9,169.5,38.6,14.59,16.415,42.735,97.47,48.435,7.6,17.26,50.3,24.94215375,27.33,47.81661885,124.05,47.53,69.11,6.987204075,2.816,30.91,40.19691819,68.12,16.035,38.98,42.97,56.08081989,92.23,17,201,248.9,17.15,70.7373095,57,38.1,66.88,75.995,13,339.65,110.4,84,86.8,98.5,25.15,63.6,33.755,42.27,140.85,89.89,73.95,35.48,90,0.68771018,261.2,12.82,145.8526076,32.75,17.33,5.81187524,51.17,55.84,13.91121264,5.05,57.35,231.1,53.06,22.27,18.9,22.22,22.3,33.915,31.545,11.39,60.46903414,91.56,73.85,161.55,14.7760092,109.2,78.69,84.7,31.98,16.37,98.18,183.34,14.085,169.2,5.34,18.38,18.51,16.875,65.23,28.38,126.15,150.75,58.69,7.32,31.98,32.2,45.21,106.75,40,148.96,28.65,1026.3,60.48,11.68,22.93,18.105,18.735,69.365,206.73,180.56,217.15,219.73,141.99,30.9,43.36,223.82,31.761,3.885,26.48
30-04-15,5046.49,1775.28,2089.49,1220.28,885.38,1571.28,1638.79,909.7,959.13,712.09,749.97,15.43,23.905,20.09,45.86,98,55.97,186.58,48.99,4.99,21.025,12.71,7.71,69.85,19.4,30.79,43.585,44.7,79,22.615,113.7648352,68.8,13.905,50.52,109.85,18.97,190.3,176.11,14,25.34545708,59.58,18.9,17.6,54.44,37.75621416,156.6,58.5,210.35,15.65,112.1,96.1,297,22.73,54.82,71.92,83.69,7.75,30.96,62,633.51,64.51,22.6,79.5,42.36780515,14.74,30.41,34.995,171.270827,47.95,175,12.12,1200,26.3,46,85.70485967,41.605,108.75,8.35,15.1,28.035,73.36,67.19,77.55,37.85840905,43.2,84.43,1.26,9.713,36.93,22.398,24.905,165.05,39.17,14.48,16.83,43.3,97.5,48.485,7.5,17.27,51.27,25.34711251,27.49,47.7666189,122.3,47.61,67.92,7.090888884,2.787,31.08,40.19691819,66.95,16.035,38.96,43.14,56.82773425,94.1,17.04,201,251.7,17.32,72.84458879,56.25,37.85,66.84,76.075,12.7,337.05,111,84,85.95,99.37,24.78,64.22,35.29,42.38,139,90.32,74.86,35.4,89.5,0.67971355,269,12.7,149.4781007,32.77,17.55,5.824384243,51.64,55,12.624696,5.103,56.44,232.1,54.24,22.415,18.92,22.43,22.13,33.335,31.25,11.34,59.69126571,91.2,74.45,160.38,14.93381124,109.6,78.78,82.72,32.07,16.9,99.67,182.31,14.295,170.45,5.27,18.6,18.63,16.435,65.25,28.65,126.13,150.64,58.75,7.44,32.13,31.98,44.705,106.75,40.7,148.74,28.7,1039.7,60.87,11.598,23.005,18.2,18.205,69.525,206.36,180.96,215.97,219.43,141.53,31.5,43.96,223.3,31.593,3.816,26.08
04-05-15,5081.97,1802.26,2120.45,1231.29,891.55,1590.8,1643.57,906.08,966.87,719.84,750.32,15.26,24.355,20.3,48.8,100.65,56.13,187.51,50.06,5.03,21.09,13.1,7.799,71.81,18.9,30.935,43.565,44.7,79.07,22.735,115.5180604,69.14,13.965,50.77,111.35,18.87,190.45,178.21,14.2,25.77272985,59.38,19.205,17.89,54.35,38.84272392,159.5,58.9,214.85,16.2,115.25,95.78,301.45,22.48,54.6,74.39,83.93,8.299,30.8,61.6,635,64.97,23.4,79.99,42.8659018,14.9,30.4,35.85,176.9733,47.75,177.05,12,1198.6,26.45,45.5,87.85309587,42,110.3,8.3,15.24,28.5,75.45,68.95,79.37,38.29174325,43.05,84.42,1.26,9.97,36.69,22.794,25.125,168.45,39.075,14.29,16.475,44.09,97.2,48.13,7.4,17.1,51.65,26.07438538,28.44,48.84995115,123.6,47.32,66.34,7.078408305,2.778,31.275,39.95476808,69.08,16.17,39.05,43.16,56.56987096,93.5,16.92,212,253.7,17.57,72.95341542,56,36.6,67.38,76.5,13,346.4,114,84,86,102.75,24.18,64.53,35.75,43.275,138,91.46,75.5,34.88,90.9,0.67971355,280,12.82,149.8210527,32.71,18.04,5.808026316,51.98,55.2,12.76897824,5.08,56.75,238.8,54.43,22.415,19.55,22.51,22.39,33.885,31.65,11.34,60.19336938,92.29,74.3,161.59,15.17768712,109.8,79.08,86.22,33.39,17.005,99.84,184.11,14.415,173.35,5.45,18.65,18.64,16.705,65.15,29.11,126.13,150.52,59.88,7.8,32.035,32.32,45.325,106.75,41.14,148.04,28.55,1057,62.6,11.579,23.17,18.835,18.035,69.845,207.67,182.1,218.07,220.27,141.27,31.55,44.53,222.61,31.915,3.845,26.32
05-05-15,4974.07,1778.54,2064.17,1206.98,869.49,1554.79,1621.43,899.28,951.82,686.28,732.28,14.67,24.015,20.34,47.31,102,54.91,184.31,49.22,5.01,20.71,13.3,7.548,69.69,18.71,30.4,43.08,44.7,78.84,22.275,113.0343247,68.18,13.545,49.795,112.25,19.23,190,171.62,13.755,25.77272985,59.27,19.51,17.73,53.39,37.2517632,154.65,58.8,211.9,15.5,112.35,96.11,302.94,22.065,53.76,71.91,84.35,8.345,30.6,59.9,636,63.68,23.035,78.11,42.99905635,14.205,30.2,35.055,176.4817075,47.9,173,11.85,1207.4,26.38,45.5,87.93121355,42,106.95,8.319,15.1,27.8,75.7,66.78,73.79,37.59174185,42.72,82.48,1.26,9.803,36.335,22.92,24.525,165.55,38.11,14.2,16.135,42.815,94.7,47.675,7.4,17.15,51.7,24.94215375,27.785,47.58328575,120.75,46.88,65.96,6.837437128,2.917,30.675,39.80947801,66.88,15.675,40.01,43,55.93855049,92.01,16.67,212,253.6,17.45,72.16194902,55.45,37.73,67,76.625,12.7,335.2,110.85,84,85,96.94,24.21,63.76,34.785,41.815,137.1,90.13,73.08,34.98,89.96,0.66372029,280,12.79,147.8123336,32.32,17.7,5.695445289,50.77,55.01,13.00944864,4.93,55.04,231.15,54.1,22.01,18.18,22.01,22.17,33.405,30.67,11.35,58.43108395,90.04,73.41,159.15,14.66602596,108.3,78.2,82.16,32.61,16.89,99.14,181.76,14.295,166.7,5.35,18.26,18.5,16.54,63.98,28.11,126.085,150.17,59.48,7.66,30,31.67,44.765,106.58,40.395,146.32,28.15,1040.2,64.04,11.398,22.545,17.885,17.775,68.225,204.36,178.18,215.25,216.34,141.15,31,44.98,219.5,31.487,3.825,26.02
06-05-15,4981.59,1775.18,2059.15,1202.01,869.55,1558.16,1621.18,902.07,946.5,697.15,735.28,14.92,23.995,19.8,45.12,101.6,54.92,183.49,48.13,5.02,21.35,13.25,7.58,69.15,18.6,30.485,43.42,44.5,79.59,22.54,113.7161345,67.45,13.62,49.86,112.2,18.93,190.5,167.6,13.64,25.454548,59.95,19.795,16.82,52.18,38.5128906,154.25,58.81,208.55,15.97,110.95,95.29,299.96,22.065,53.3,70.65,84.6,8.329,30,60.28,645,63.93,22.45,77.52,42.5305496,14.43,30.09,35.65,174.6628153,46.85,172.1,11.9,1200,26.55,44.71,87.5894487,42,107.3,8.458,15.15,28.265,74.89,66.11,72.34,38.10840955,42.62,81.56,1.26,9.743,36.8,22.656,24.18,161.35,38.14,14.51,16,41.465,95.42,47.845,7.3,17.1,51.13,24.61157517,27.5,46.7666199,117.95,46.31,65.73,6.845117485,2.904,30.445,39.90633806,65.9,15.79,39.97,43.11,55.13828511,91.99,16.77,218,251.4,17.51,71.7266425,58.81,38.4,67.64,77,13,331,109.9,84,82,93.54,23.77,63.06,34.6,41.545,135.5,90.72,72.3,35.15,90.59,0.66372029,285,12.87,144.7747583,32.125,17.775,5.649258201,50.75,56.04,13.11164856,4.864,56.03,225.2,53.33,22.085,18.045,22.03,21.92,33.565,30.35,11.4,57.75176722,90.44,73.08,157.11,14.50344204,108.4,78.49,81.64,31.94,16.51,99.66,178.55,14.225,167.75,5.37,18.215,18.61,16.54,63.91,28,126.07,150.04,59.01,7.74,30.15,31.19,43.75,106.7,40.405,145.45,28,1059.45,63.81,11.326,22.65,17.975,17.985,68.44,202.93,178.28,211.67,215.57,141.1,30.9,45.42,218,30.976,3.73,25.33
07-05-15,4967.22,1761.45,2066.14,1202.55,871.55,1549.86,1612.46,880.32,952.57,699.08,731.75,14.63,23.995,19.91,45.01,99.74,55.29,183.53,48.2,4.97,21.02,12.75,7.801,69.66,18.27,30.365,43.03,44.5,78.82,23.18,113.2778282,67.9,13.685,49.785,109.75,18.71,189.2,166.62,13.835,25.40909345,59.45,19.48,16.25,51.48,37.47973623,155.9,58.55,207.95,15.76,111.2,95.17,297,21.87,52.75,69.91,84,7.951,29.9,60.36,648.45,62.14,22.48,78.9,43.4281099,14.47,30.19,35.745,167.6330425,45.7,172.75,11.73,1188,25.89,43.79,89.37639063,41.6,106.8,8.05,15.15,27.61,73.94,65.77,70.75,38.24174315,42.6,79.49,1.26,9.606,36.305,22.66,24.71,161.5,37.565,14.95,15.985,40.45,94.36,46.765,7.39,17.31,50.46,24.28926106,27.43,47.84995215,114.9,45,66.09,6.834556995,2.862,30.33,39.76104799,66.84,15.9,39,43.1,54.52474831,92.96,16.7,219,250.3,17.93,74.09114837,59.25,38.12,66.91,77.25,13.2,331.95,109.55,83.7,82.25,92.78,25.26,61.65,34.67,42.37,135,90.77,72.83,34.98,91.3,0.64772703,280,12.95,144.8727446,32.445,17.4,5.5809398,49.835,56,13.09962504,5.02,56.35,221,53.5,22,18.21,22.3,20.64,33.215,30.37,11.4,57.90928994,89.89,71.82,157.54,14.38389504,108.1,78.66,81.2,30.85,16.855,100.25,179.86,13.525,168.6,5.5,18.4,18.6,17.06,65.09,27.785,126.105,150.17,60.05,7.59,30.57,31.15,43.3,106.71,40.135,145.65,27.55,1050,61,11.295,22.795,17.94,17.945,68.545,202.82,178.67,213.02,215.25,140.84,31,45.44,219.21,31.158,3.707,25.14
08-05-15,5090.39,1805.47,2114.56,1224.22,887.23,1584.88,1649.4,901.79,972.92,713.57,750.36,15.2,24.135,20.7,45.29,99.77,56.76,188.86,48.775,5,20.985,12.68,8.212,70.72,18.34,30.76,43.505,44.5,79.7,23.445,117.4660884,69,13.925,50.96,112.2,18.88,189.95,172.57,13.85,25.59091165,59.19,19.485,16.79,53.83,38.08119699,160.8,58.6,213,16.1,114.95,96.11,295,22.265,53.67,72.2,84,8,29.8,63.4,648,63.89,22.6,80.71,44.18265235,14.77,30.98,36.62,168.321272,46.77,177.25,11.58,1235,26.46,43.8,90.36262634,41.6,111.55,8.092,15.15,28.035,74.52,66.1,72.97,38.666744,42.73,82.52,1.26,9.576,36.795,22.7,24.955,163.95,38.35,15,16.335,42.135,96.11,48,7.6,17.75,51.6,24.46281481,27.43,48.9332844,117.95,45.19,66.77,6.960322828,2.935,31.065,39.51889788,68.15,16,40.1,43,54.7114769,94.78,16.95,215.33,260.1,18.23,74.199975,59.65,38.4,68.49,77.5,13.6,337.45,111.3,84,82,95,25.28,62.49,34.925,43,135.9,92.66,74.74,35.7,93.48,0.65572366,283,13.1,147.1264295,32.965,17.315,5.719501064,50.73,56.2,13.2108426,5.066,57.41,223.7,54.7,22.75,18.535,22.52,20.94,33.43,30.88,11.36,59.1694717,91.69,71.6,161.19,14.62777092,109.75,80.38,82.22,31.57,17.19,102.1,183.02,13.7,173.45,5.62,18.535,18.59,17.1,67.25,27.08,126.11,150.34,60.83,7.71,30.87,32.1,44.075,106.71,41.415,146.1,27.4,1075,61.81,11.786,23.29,18.73,18.525,70.375,208.73,183.05,216.82,221.67,140.93,30.9,45.07,220.15,31.688,3.785,25.7
11-05-15,5027.87,1794.6,2095.04,1227.2,876.21,1550.61,1641.5,893.8,974.68,700.05,751.62,15.45,24.365,20.26,45,100,57.06,189.71,48.91,5,21.15,12.75,8.32,71.49,18.34,30.845,43.565,44.5,79.82,22.325,115.7615639,69.11,13.905,50.65,112.65,18.975,189.8,173.05,13.955,26.5454572,60.4,19.69,17.14,53.6,37.79501808,158.35,60.11,212.25,16.43,114.8,96.25,297.52,22.505,53.1,71.53,84.05,8.15,29.6,62.09,655.5,62.91,23,80.5,44.0100446,14.49,31.15,36.1,169.501094,48.07,176.4,12,1212.15,26.755,43.8,90.4212146,42.02,109.75,8.16,15.06,28.17,76.16,65.47,71.66,38.4000768,42.68,81.37,1.26,9.77,36.855,22.792,24.905,164.1,38.795,15.29,16.22,41.85,96.14,47.515,7.53,17.73,51.39,24.66942642,27.43,49.0332843,117.15,45.6,66.83,6.931521492,2.964,31.15,39.37360782,67.77,15.29,39.36,42.1,55.55175278,95.4,17.05,214.99,266.6,18.06,76,59.83,38.38,68,77.6,13.31,337.1,110.45,84.1,80.55,95.35,25.16,62.46,34.885,42.7,135.5,92.73,75.03,35.8,93.5,0.66372029,295,13.31,146.4405254,32.77,17.335,5.801290699,50.27,56.81,13.23188376,5.062,56.86,219.75,54.32,22.675,18.66,22.75,21.06,33.415,30.695,11.38,60.09491768,88.93,71.51,161.73,14.71862664,110.2,82.32,82.99,30.91,17.215,100.7,183.92,13.875,170.15,5.81,18.62,18.93,17.185,66.55,26.73,126.09,150.28,61.15,7.7,30.84,32.28,44.145,106.71,41.25,145.62,26.95,1075,61.76,11.938,23.31,18.5,18.4,70.02,209.58,182.41,218.12,222.56,141.03,30.8,45.49,219.29,31.907,3.78,25.72
12-05-15,4974.65,1784.57,2064.87,1217.56,866.16,1541.12,1622.67,885.33,969.15,691.1,745.47,15.07,23.25,19.7,44.82,101.75,56.33,187.33,48.275,5.01,20.895,12.76,8.276,70.34,18.29,30.52,43.005,44.5,79.5,22.165,114.1057401,69.02,13.795,50.085,110.5,19.035,190.4,168.51,14.25,26.5454572,60.5,18.65,16.91,51.66,37.35847398,155.9,61.5,209.95,15.97,114.7,95.91,292.03,22.345,52.67,70.13,84.04,8,29.56,60.71,643,62.17,22.72,79.77,43.8719584,14.305,31.37,36.26,168.3704313,48,173.65,11.97,1197,25.855,43.8,89.835332,41.6,107.65,8.104,15.05,27.96,75.28,65.12,70.59,37.3000746,42.85,80.1,1.25,9.542,36.965,22.8,24.18,164.95,38.865,15.12,16.35,41.09,96.59,46.98,7.5,17.7,51.13,24.19835195,27.1,48.3666183,116.05,46.4,65.9,6.701110805,2.885,31.095,39.22831775,67.61,15.115,39.19,42.91,55.38369705,93.32,16.99,213,261.45,17.95,74.5,59.5,38.35,67.61,78,13.51,331.2,109,84.2,81,95.24,25,62.4,34.49,41.17,136.3,91.09,73.49,35.8,92.93,0.65572366,290,13.2,144.3828131,31.985,17.25,5.716614371,50.24,56.78,13.53848352,4.994,56.11,220.7,53.51,22.365,18.485,22.58,20.77,33.06,30.11,11.35,59.73064639,88.69,70.42,159.72,14.34564,108.85,81.79,81.4,31.45,16.905,98.91,181.62,13.555,168.25,5.67,18.395,18.94,16.75,65,27.195,126.03,150.13,60.32,7.62,30.665,31.95,43.805,106.73,41.11,145.11,26.3,1075,62.7,11.743,23.05,18.315,18.25,69.065,206.88,180.55,215,219.62,140.66,30.8,46.01,218,31.438,3.731,25.24
13-05-15,4961.86,1775.04,2053.01,1231.5,871.31,1531.97,1622.8,887.11,971.54,692.32,743.09,14.97,23.48,19.3,45.5,106,56.41,186.64,48.16,4.99,21.14,12.95,8.182,70.75,18.25,30.4,43.1,44.5,78.79,22.47,113.6187331,68.74,14.06,49.96,110.75,18.905,190,165.75,14.405,26.80909359,62.9,18.6,18.63,51.59,37.40697888,154.4,62.1,216.6,15.81,114.65,94.55,293.83,22.485,52.66,69.52,84.08,8.106,29.35,60.2,643,62.01,23.37,80.33,42.99905635,14.33,30.74,36.24,169.10782,48.14,173.45,11.92,1198.95,26.095,44.58,89.835332,41.5,106.3,8.055,15.4,27.86,75.61,65.22,70.08,37.87507575,42.6,81.6,1.28,9.53,37.915,22.76,24.77,164.95,38.77,15.3,16.425,41.315,94.4,47.03,7.5,17.7,50.7,23.65289729,27.45,48.666618,119.65,48.35,66.1,6.75295321,2.922,30.8,39.08302768,67.46,15.06,38.65,42.9,57.04558142,90.89,16.99,209,260.8,17.94,74.2,59.77,38.45,68.08,78,13.53,333.1,108.25,84.19,82,95,25.25,63.58,35.085,41.39,134.75,90.52,73.57,35.78,93.2,0.65572366,285,14.18,145.019724,32.305,17.5,5.724312219,49.965,56,14.06150664,4.991,55.99,221.55,54.02,22.25,18.73,22.81,20.795,32.66,30.845,11.3,63.45212065,88.19,70.22,158.59,14.48431452,108.25,82.6,82.69,30.78,16.92,99.29,179.8,13.525,166.25,5.72,18.335,19.2,15.795,63.77,26.57,126.065,150.13,59.37,7.59,30.88,31.7,44.135,106.85,41.085,145.08,26.25,1076.75,63.17,11.701,23.155,18.585,17.795,68.705,206.2,179.85,212.75,219.14,140.71,31,46.29,217.74,31.129,3.708,25.13
