Date,CAC40...France,Basic.Materials,Consumer.Goods,Consumer.Services,Financials,Healthcare,Industrials,Oil...Gas,Technology,Telecomm,Utilities,ABS,EDE,AXW,DBV,IDL,SPS,ERO,ACC,BIT,BVI,APR,AIR,ATO,ASY,CAR,LTE,AGT,CAS,AXA,AIR.1,DAS,CAG,CAC,ADP,CRB,CC.,ASI,CHB,AKA,NAT,JCQ,MBW,FOU,GNF,LVM,SAV,ILD,IPH,ING,BIO,EGA,EDF,SGE,AKE,CAI,ARE,KOF,AIR.2,BUL,DAN,ROT,CAP,NPO,ORA,KOR,NEX,IMA,CIT,DIO,DIR,AVM,ISO,MAT,LBC,FLY,ESS,MAU,NRO,ALS,ERM,RCO,ICA,STD,EXE,FDR,EDL,ALT,BOU,PHA,PLO,PRT,NEX.1,NVC,RXL,LOI,ELE,TOT,SON,MAN,IPN,IPA,GFI,VLO,GFC,ESS.1,IMT,CNA,DBG,ETL,ESI,ROC,CNP,CEG,WAV,EUR,REN,CDA,ROB,EUF,PYH,FFP,FAI,GRB,SCH,LOU,LEC,HRM,PER,LPE,TFF,BOI,BON,VCT,JCD,EPE,COL,EXH,PUB,VET,TES,SOI,DAM,MGI,BIC,ZOD,GPB,TCH,LEG,STF,VLL,BOL,BNP,VIR,TCF,VIV,VIE,SDG,MER,GEN,SES,ALM,RUB,SAS,VIL,WLD,TFF.1,MWD,SOP,SEB,TRI,PEU,MIC,USA,GET,ORE,SAB,MMT,ABI,UBI,SAF,LAG,LYQ,MTB,ORP,HAV,SCO,LYW,SOG,SAM,SGO,MTI,TER,EPM,TEC,LY1,LYM,SEV,ENG,C50,CEU,CMU,CU2,CV9,CRP,CFA,DSB,X1G,X500,AEE,AAS
03-06-16,4421.78,1406.67,1994.45,994.56,759.13,1401.6,1529.99,775.04,966.03,742.81,530.82,15.91,16.56,21,58.67,121.39,44.54,165.2,40.445,6.59,19.345,11.7,7.231,81.76,23.76,24.34,58.12,52.38,52.88,21.755,92.75535322,69.8,8.646,44.805,106.65,15.35,169.1,107.31,9.65,30.4,79,13.9,18,67.15,27.38586654,145.25,55,193.75,12.82,108.5,118.15,137.09,11.805,66.69,73.13,87.5,3.961,35.5,53.35,827.5,62.87,23.3,87.35,20.1901751,15.37,29.555,45.715,177.4,56.7,147.45,30.1,962.9,27.8,46.4,98,50,117.65,3.25,19.25,22.495,33.09,76.26,65.46,60.25,76.6,80.24,1.23,13.18,28.74,24.51,30.195,148.05,48.5,27.15,13.42,40.9,78.26,42.295,9.6,15.6,56.52,21.0000021,24.4,44.84995515,126.95,42.24,63,4.22,2.569,16.59,39.274456,78.72,15.085,61.61,75.9,57.46,80.28,16.29,285.46,344.35,15.33,69.02,90.14,59.84,57.01,85,13.87,324.3,98.01,73.01,95.8,74.2,23.6,56,36.295,35.03,134,94.47,62.04,36.2,137.64,0.53,329,20.1,119.3,21.815,11.56,6.145,49.985,64.95,3.176,3.233,46.32,167.05,76.43,17.295,20.315,26.67,19.775,15.53,19.415,10.75,71.16,72.49,61.2,148.13,11.355,100.65,117,114,53.02,13.895,92.71,178.2,11.4,168.1,8,16.615,14.8,33.045,61.74,21.16,126.455,153.02,73.95,7.377,28.875,34.34,35.61,122,39.825,146.8,33.77,774.45,47.945,10.094,17.645,14.865,13.505,60.295,182.6,161.74,214.62,181.2,144.43,34.1,38.11,228.6,31.623,3.025,20.74
06-06-16,4423.38,1419.76,1995.11,993.63,759.37,1402.74,1527.94,779.33,962.61,742.8,527.58,16.2,16.76,20.88,58.35,120.2,44.59,166,40.25,6.63,19.635,11.86,6.839,81.04,23.55,24.265,57.49,52.2,54.31,21.82,92.49236944,69.75,8.672,44.95,106.6,15.535,167,108.86,9.649,30.26,77.85,13.445,17.51,67.46,27.16759449,145.25,55,192.5,12.71,108.6,118.9,140,11.34,66.83,73.45,87.5,3.922,36.8,53.03,821.01,62.82,23.5,86.59,20.2296283,15.37,29.405,42.625,180.6,56.3,147.45,29.97,961.05,27.49,46.8,97.36,50,118.85,3.34,18.91,22.735,33.55,76.31,65.9,60.14,77,80.41,1.24,13.01,28.58,24.68,30.055,151.35,47.66,27.92,13.575,41.165,78.19,42.465,9.55,15.6,56.97,20.97272937,24.1,44.95,127.25,40.98,63.7,4.185,2.58,16.3,39.37167,78.79,15.255,61.45,73.9,57.64,80.38,17.27,295,342.85,15.24,66.51,90.5,60.83,56.84,84.5,13.9,324.15,98.51,71.7,96,73.6,23.5,56.03,36.355,35.025,134,94.88,61.77,36.59,138.55,0.52,327.15,20.26,119.5,21.45,11.74,6.137,50.06,64.5,3.263,3.25,46.385,165.8,76.62,17.135,20.375,26.99,19.875,15.75,18.815,10.68,71.12,72.4,60.51,148.91,11.165,99.93,114.45,114.5,52.37,13.735,92.83,179.04,11.235,168.1,7.89,16.36,14.8,32.945,61.41,20.915,126.405,152.91,73.8,7.411,29.3,34.57,35.365,122.5,39.105,146.52,34.39,780,49.25,10.13,17.755,14.91,13.65,60.415,183.33,162.17,215.85,182.38,144.58,34.2,38.2,227.93,31.803,3.057,20.96
07-06-16,4475.86,1428.29,2028.4,1003,766.32,1411.31,1538.63,802.78,965.61,749.08,536.61,16.05,16.96,21.05,58.38,121.45,45.11,167.92,40.615,6.66,19.825,11.86,7.018,81.32,23.57,24.605,57.42,52.2,54.91,21.91,92.7261328,69.75,8.8,45.445,108.3,15.635,168.45,110.81,9.5,30.49,76.8,13.25,17.42,67.45,27.03178077,149.4,55,192.3,12.59,108.6,118.15,140,11.55,66.9,74.04,87.65,3.93,36.85,53.51,820.5,63.33,23.5,87.72,20.7227933,15.5,29.63,43.43,180.3,56.2,151.2,31.36,972.25,28.28,48,97.36,50.25,119,3.44,18.76,22.995,34.05,76.84,66.58,61.1,77.5,81.32,1.23,12.78,28.895,24.74,30.76,156.55,47.24,28.45,13.73,41.71,78,43.765,9.58,15.78,57.07,21.1818203,24.6,46.115,129.3,40.9,65,4.319,2.551,16.305,39.3327844,79.44,15.23,61.5,72.7,58.06,82.9,17.24,293,343.95,15.38,68.73,91,59.02,57.01,84,14.02,335,98.39,70.5,94.99,73.05,23.69,56.74,36.31,36.19,134,95.74,61.65,37,138.7,0.51,327,20.85,120.15,21.6,12.01,6.178,50.36,64.85,3.576,3.264,47.065,166.55,76.06,16.845,20.58,26.9,19.995,16.2,19.285,10.6,71.76,73.08,59.9,150.29,11.395,102.3,114.5,115.75,52.3,14.16,93.85,180.08,11.46,168.8,8,16.47,14.84,33.29,61.5,21.34,126.405,153.05,73.66,7.54,29.235,34.99,35.72,122.5,39.55,146.9,34.88,789.7,50.72,10.238,18.115,15.01,13.95,61.225,185.46,164.15,216.94,184.58,144.51,34.07,38.01,228.79,31.976,3.095,21.14
08-06-16,4448.73,1431.55,2015.11,993.58,759.42,1403.94,1531.42,798.33,955.46,750.05,544.64,16.06,17.04,20.98,57.84,121.4,44.63,166.96,39.905,6.62,19.69,11.87,6.851,81.01,23.82,24.355,56.5,52.21,54.54,21.56,92.32678706,68.77,8.651,45.195,107.3,15.81,167.4,110.24,9.45,30.8,76,13.37,17.45,66.63,27.28400625,147.55,55.01,188.5,12.37,100.75,118.05,140,11.7,66.15,73.63,87.58,4.03,36.69,53.61,820,63.13,23.75,87.06,20.811563,15.52,29.76,43.505,181.3,56.8,151.05,31.85,967.05,28.11,49.5,97.25,49.9,118.1,3.52,19,22.375,34.3,76.75,66.2,60.58,78.5,81.5,1.24,12.84,28.595,25.02,30.555,154.65,47.295,29.5,13.26,41.745,78.41,43.37,9.5,15.78,57.11,21.70000217,24.6,46.145,129.05,41.38,64.48,4.288,2.522,16.26,39.3327844,78.84,15.14,61.52,70.8,57.7,81.5,17.35,290,342.65,15.44,69.46,90,59.29,56.73,84,14.12,332.9,97.68,70.4,95.3,72.6,23.6,56.47,35.6,35.195,133,94.81,61.8,36.98,138.9,0.52,329,20.85,119.05,21.45,12.38,6.222,49.85,64.91,3.76,3.214,46.405,168.7,76.15,16.64,20.565,27,20.08,16.08,19.015,10.51,72.29,72.65,60,149.62,11.21,102,115.7,114.35,52.17,13.895,93.4,179.09,11.295,168.6,8,16.49,14.8,33.095,61.35,21.005,126.49,153.05,72.9,7.497,29.13,34.76,34.94,122.51,39.375,147.03,34.85,798,52.05,10.201,18.055,15.035,14.31,60.805,184.46,163.14,215.93,183.98,144.67,34,38.06,229.03,31.809,3.102,21.14
09-06-16,4405.61,1410.99,1992.33,982.6,752.11,1400.37,1519.63,787.24,955.33,735.3,542.67,16.07,17.255,21.5,58,121.22,44.15,165.65,38.775,6.55,19.875,11.79,6.864,80.47,23.58,23.9,56.15,52.21,53.22,21.205,91.66445754,68.52,8.451,44.76,106.6,15.88,167.25,110.23,9.405,30.49,76.54,13.265,17.25,65.9,27.02693028,145.75,56.1,187.15,12.33,102.85,117.7,138.14,11.615,65.79,71.38,87,4.007,36.47,53.4,820,62.79,24,87.63,21.4724041,15.215,29.585,42.8,178.75,56.79,149.65,31.45,970,27.37,49.35,97.1,50,118.4,3.42,19.05,22.1,33.21,74.19,66.89,61.33,78.78,81.75,1.24,12.68,28.28,24.98,29.92,154.15,47.16,29.6,13.155,42.14,78.01,42.845,9.34,15.7,56.87,21.7272749,24.55,45.535,130.3,42.07,63.4,4.208,2.504,16.18,39.85774,79,14.86,61.3,71.3,57.65,79.57,17.26,285,340.9,15.34,68.5,90.5,59.35,56.11,84.5,14,331.1,96.78,70,95,71.56,23.3,56.44,35.46,34.495,133.9,93.89,62.37,37.2,139.39,0.53,327,20.87,119,20.88,12.16,6.121,49.595,64.91,3.557,3.165,45.875,170.1,75.11,16.255,20.48,26.99,20.185,16.5,18.93,10.5,72.44,72.35,59.89,149.43,11.245,101.95,116.45,112.05,51.9,13.67,92.13,179.67,11.29,166.85,8.14,16.23,14.5,33.3,61,20.8,126.48,153.08,72.98,7.587,28.865,34.83,34.205,122.51,39.17,147.03,34.75,783.7,50.19,10.112,17.915,14.93,14.31,60.23,182.95,161.5,216.53,181.95,144.96,34,37.88,229.68,31.897,3.085,21.03
10-06-16,4306.72,1388.95,1954.44,960.04,730.08,1364.82,1494.23,772.84,935.48,712.37,527.75,16.05,16.92,21.04,56,120.7,42.71,161.68,37.7,6.4,19.69,11.44,6.553,79.07,23.39,23.195,55.14,51.8,51.46,20.31,90.78784494,66.97,8.194,43.725,104.05,15.84,167,107.55,9.2,29.55,73.7,13.31,17.3,64.64,25.87251366,142.7,56,183.5,11.74,97.44,115.2,137.56,11.05,64.67,69.39,86.6,3.951,36.14,52.66,816,61.43,23.38,85.75,20.6833401,14.74,28.545,41.915,177.5,56,146.05,30.1,985,27,49,97.13,50,116.1,3.35,19.17,21.52,30.73,72.08,65.02,59.47,78.38,79.66,1.24,12.42,27.65,24.9,29.085,151.45,47,29,12.565,41.145,76.49,42.05,9.53,15.49,54.71,21.06363847,24.6,44.545,128.45,41.8,61.67,4.053,2.456,15.765,39.5272124,78.09,14.425,61.26,71.1,56.45,78.09,17.23,270.02,329.05,15.53,67,90.3,58.29,55.23,85,13.98,326.55,94.9,69,95.23,70.5,23.1,55.77,34.57,33.72,133,92.36,60.77,37.2,138.77,0.52,326,21.15,116.95,20.455,12.07,5.968,48.095,63.95,3.55,3.121,44.295,166.2,73.88,15.94,19.99,26.94,19.86,15.85,18.56,10.55,68.55,70.44,59.7,148.37,10.785,98.86,114.05,110.05,50.09,13.455,90.93,179.73,11.05,163.4,8.1,15.705,14.37,32.895,60.68,20.28,126.44,153.01,72.08,7.411,27.92,34.42,32.675,122.52,38.13,146.9,34.3,784.7,49.455,9.873,17.275,14.49,14.115,58.62,178.59,157.55,216.63,177.26,145,34,37.79,229.61,31.926,3.034,20.79
13-06-16,4227.02,1362.84,1926.38,944.28,711.58,1339.87,1460.96,761.42,924.37,705.62,516.54,15.72,16.525,20.9,54.35,119.05,41.56,158.58,36.855,6.24,19.575,11.45,6.413,77.98,22.5,22.595,54.31,51.8,50.04,19.595,89.64824856,66.57,7.92,42.97,102.05,15.83,165.5,105.49,9,28.7,72.5,13.3,16.8,63.13,24.32035686,140.5,55.8,181.8,11.3,97.5,112.15,135.31,10.64,63.65,68.91,86.57,3.903,35.93,51.27,800.01,60.47,23,84.23,19.7364633,14.6,28.115,41.785,169,56,143.9,28.85,951,26.33,48.38,97.35,49.9,113.3,3.27,18.97,21.11,29.04,71.92,64.18,57.97,78.05,78.95,1.24,12.24,27.065,24.8,28.435,150,46.145,27.66,12.16,40.025,75.06,41.48,9.43,14.9,53.91,20.85454754,24.2,43.695,127.1,41.83,60.71,3.904,2.42,15.91,39.5466552,76.85,13.955,61.12,69.05,55.44,76.14,17.09,270,319.75,15.39,64,90.09,57.3,53.99,85,14,327,93.4,67.01,95.84,68.65,23.15,54.51,34.125,32.63,132.2,91.78,59.81,37.3,136.5,0.51,323,20.53,116.25,19.71,11.85,5.86,47.105,63,3.359,3.088,43.01,158.3,72.34,15.7,19.74,26.78,19.65,15.35,18.51,10.4,67.36,69.49,58.01,146.88,10.53,96.17,110.4,108.95,50,13.09,88.48,178.66,10.78,161.4,7.85,15.555,14.05,32.46,58.62,20.2,126.38,152.84,70.55,7.244,27.225,34.16,31.59,122.52,37.46,146.46,33.75,784,47.955,9.691,16.76,14.385,13.855,57.5,175.25,154.5,215.21,173.85,144.87,33.8,37.82,228.82,31.733,2.992,20.52
14-06-16,4130.33,1327.2,1892.31,923.28,697.42,1303.96,1434.79,735.56,911.54,685.12,506.36,14.69,16.07,20.69,53.96,115,40.69,156.71,35.76,6.28,18.905,11.27,6.262,77.4,22.5,22.155,53.16,51.8,48.775,19.295,87.91450364,65.97,7.762,41.97,100,15.76,164.5,104.53,8.5,28.7,72,13.14,16.28,62.13,23.37451131,137.1,54.99,176.45,10.83,95.27,111.45,131.79,10.475,62.18,67.57,86,3.89,35.16,50.98,800,60,22.5,82.65,19.3912478,14.175,27.39,40.945,169.5,56.1,140.65,28.2,935.05,26.05,48.5,97,48,110.75,3.11,18.84,20.635,27.53,71.61,62.28,56.89,75,77,1.24,12.06,26.54,24.35,27.835,146.55,45,26.1,12.1,38.995,74.11,40.055,9.3,14.8,53.29,20.21818384,23.81,42.71,125.35,40.79,59.24,3.805,2.379,15.7,39.5369338,75.51,13.62,61.33,68.4,54.33,74.32,17.05,275.99,314.25,14.95,64.15,90.25,54.29,52.71,83.62,13.67,322,92.04,66.72,95.54,67.02,22.81,54,33.3,32.325,131.5,90.24,59.04,37.8,132.51,0.49,315,20.06,114.4,19.075,11.71,5.651,46.335,62.05,3.16,3.023,42.04,150.8,71.55,15.09,19.265,26.88,19.15,15.03,18.405,10.21,65.51,67.3,57.4,145.68,10.52,93.49,108.1,107.2,48.2,12.73,87.25,178.01,10.515,158.7,7.77,15.4,14.01,31.095,57.02,19.86,126.295,152.73,70.16,7.225,26.75,33.94,30.75,122.53,36.705,146.28,33.75,775,46.49,9.457,16.4,13.885,13.61,56.32,171.96,151.63,214.54,170.12,144.68,33.69,37.63,228.09,31.617,2.972,20.46
15-06-16,4171.58,1350.58,1908.87,938.23,700.45,1314.83,1451.52,741.47,919.82,684.39,515.16,14.63,16.225,20.38,54.09,114.95,41.04,156.98,36.475,6.46,19.005,11.26,6.292,78.15,22.5,22.29,53.8,51.8,48.86,19.27,88.91773806,66.55,7.81,42.39,100.5,15.785,165,106.07,8.499,28.82,72.01,12.63,16.4,62.67,23.04467799,139.2,54.5,177.55,10.7,97.09,112.85,130.8,10.81,62.6,68.76,86,3.871,35.39,51.67,807.5,60.5,22.5,83.13,19.3123414,14.16,27.95,42.12,170,56.45,142.5,28.3,939,26.16,48.6,97.6,48.015,110.9,3.1,18.9,20.66,27.89,71.83,62.55,56.8,75.24,77.02,1.24,12.13,26.63,23.86,28.38,149.1,45.22,26.51,12.125,38.96,75.05,40.415,9.5,15.05,53.22,20.1818202,22.85,42.79,124.75,40.68,60.09,3.816,2.401,15.51,39.8285758,75.93,13.45,61,69,54.87,74.13,17.03,275.99,317,15,65.49,90.12,53.78,53.84,86.225,13.2,323.9,92.61,66.79,96.44,67,23,55.95,33.79,32.52,130.7,91.05,59.89,37.49,132.7,0.5,312.5,20.27,116.55,21.285,10.65,5.666,46.575,62.15,3.16,3.056,42.415,152.9,72.14,15.69,19.31,26.98,19.115,15.29,19.1,10.23,66.81,68.11,57.25,146.16,10.855,94.4,106.25,107.35,48.6,12.735,86.55,178.15,10.55,160.7,7.52,15.545,14.01,31.52,57.5,20.2,126.35,152.86,70.33,7.299,26.69,33.99,31.33,122.53,36.89,146.55,33.05,790,47,9.552,16.64,14.035,13.84,56.975,173.45,152.82,215,171.84,144.97,33.5,37.55,228.47,31.691,3.005,20.67
16-06-16,4153.01,1336.93,1902.97,929.55,694.7,1301.12,1435.93,741.02,911.32,695.47,511.39,13.35,15.855,20.25,53.75,113.3,40.64,156.01,35.39,6.36,18.85,11.39,6.131,76.64,22.11,22.1,52.25,51.8,48.405,19.44,88.69371484,65.78,7.68,42.19,100.75,15.68,165.5,104.92,8.446,28.75,71.5,12.065,16.2,61.78,21.72534471,137.6,55,178.6,10.32,94.76,109.85,130.8,10.675,62.33,68.01,85.9,3.7,35.13,50.49,806.95,60.3,22.25,81.78,19.5786505,14.39,26.925,41.005,166.65,56,141.4,25,944,26.28,48.2,97.4,48.01,110.2,2.83,18.5,20.43,25.93,71.02,61.52,56.46,75,76.11,1.23,11.78,26.3,24.25,28.25,145.7,44.23,26.1,11.955,38.52,75.64,40.48,9.35,15,51.48,22,22,43.02,123.3,40.27,59.05,3.735,2.37,15.37,39.4883268,75.3,13.315,61.06,67.3,54.03,74.55,17.03,271.53,310,15.03,63.2,88,52.19,53.68,88.5,12.8,321.5,92.51,66.8,95.3,66.91,22.35,54.02,33.61,33.035,130.5,90.51,60.22,37,133,0.49,315,20.22,117.15,21.13,10.51,5.58,45.96,60.86,3.048,3.041,41.85,147.65,72.1,15.64,19.28,26.81,18.82,14.75,19.125,10.2,66.32,67.77,56.02,145.86,10.645,93.12,104.9,106.05,46.92,12.665,85.7,178.29,10.565,161.15,7.24,15.36,13.8,30.91,56.9,20.095,126.3,152.75,68.7,7.343,26.455,33.9,30.845,122.54,36.515,146.06,33.9,770.45,46.015,9.54,16.495,13.855,13.85,56.785,172.33,152.1,215.04,170.83,145.1,33.59,37.52,228.05,31.692,2.992,20.56
17-06-16,4193.83,1355.19,1912.64,935.33,711.96,1305.36,1449.37,756.41,918.51,690.65,522.97,13.74,15.94,20.89,52.84,116,41.82,158.18,36.3,6.43,19,11.53,6.216,77.94,21.46,22.24,51.13,51.8,49.225,19.68,88.93721834,65.56,8.047,42.665,100.5,15.695,165.3,104.64,8.899,29.27,71.59,12.275,16.55,62.84,22.70514369,137.5,55.4,179.45,10.45,97.14,113.15,138.8,11.185,62.9,69.23,85.1,3.78,35.8,50.83,810,59.9,22.25,82.52,20.121132,14.29,27.025,41.85,170.2,56.22,142.6,25.34,931.5,27.93,48.2,96.71,49.8,110.35,2.96,19.1,20.365,27.8,71.25,62,56.49,75,76.85,1.23,12.415,26.56,24.29,28.64,146.6,44.4,26.77,12.375,38.695,76.25,41.26,9.52,15.55,51.83,22.15,22.8,44.075,124.35,40.94,59.93,3.912,2.448,15.93,39.1869634,76.67,13.5,61.1,69,55.03,76.18,17.1,270,315.5,14.61,65.13,89,53.05,54.75,89,13.43,327.35,91.58,66.85,95,67,22.4,50.93,33.65,33.555,130.5,91.34,60.56,37.2,133.1,0.5,309,21.06,117.7,21.6,10.06,5.652,46.535,61.12,3.289,3.061,43.45,150.1,72.26,15.58,19.305,27.03,18.83,15.61,19.365,10.22,68.13,67.83,57.12,145.7,10.755,94.82,106,107.1,47.055,13.18,86.23,177.16,10.85,161.35,7.9,15.52,13.83,31.15,56.93,19.94,126.35,152.89,68.52,7.095,27.29,33.91,32.87,120.48,36.985,146.35,33.9,745,48.165,9.699,17.025,13.86,14.12,57.37,174.66,153.85,213.45,174.09,144.85,33.5,37.74,228.42,31.463,2.99,20.44
20-06-16,4340.76,1393.46,1974.48,962.47,734.28,1340.99,1499.51,782.81,946.19,709.01,537.06,14.09,16.825,20.9,53.5,119.49,43.78,164.08,37.87,6.47,19.345,11.54,6.397,81.45,22.75,23.055,54.96,51.83,51.24,20.51,91.1190097,68.55,8.354,44.155,102.45,15.84,165.3,107.49,8.812,29.49,72.52,13.01,16.79,64.77,23.87411178,143.9,56,183,10.66,99.62,114,137.34,11.495,64.8,71.46,85.1,3.731,35.8,53.31,816,61.82,22.2,86.72,21.1370519,14.67,27.945,43.485,175.6,58.5,148.65,26.48,948.6,28.76,48.07,96.7,49.8,114.55,3.02,19.4,21.22,28.35,73.29,64.24,58.31,76.65,78.85,1.21,12.68,27.6,24.7,29.82,152.4,45.995,26.92,12.705,39.71,78.5,42.72,9.52,15.93,53.78,22.72,23.5,45.785,126.3,41.65,60.95,4.055,2.564,15.9,39.1869634,78.86,13.94,61.13,71.3,56.63,78.87,17.25,270,321.25,15.05,66.99,89.2,55.02,56.84,89.05,13.25,335.9,94.56,68.5,95,71.5,22.55,52.78,34.3,35.25,130.55,94.04,62.46,37.2,137.71,0.5,320,21.47,121.2,22.19,10,5.85,48.435,61.75,3.434,3.135,45.58,159.15,74.44,16.07,19.95,27.04,19.165,15.94,19.32,10.39,69.57,69.5,60.5,148.49,11.205,97.87,111.25,110.95,49.995,13.73,89.43,178.91,11.345,165.25,7.8,15.99,14.05,33.655,59.25,20.68,126.355,153.04,70.77,7.373,28.245,34.81,33.8,120.5,38.56,146.7,34,764,50.15,10.231,17.6,14.33,14.48,59.355,181.19,159.08,215.51,181.2,144.7,33.5,38.01,229.03,31.759,3.062,20.86
21-06-16,4367.24,1384.74,1982.79,966.24,740.78,1349.52,1506.65,787.27,950.12,697.67,537.93,13.94,17.02,20.8,52.97,120.5,44.3,165.27,38.235,6.39,19.15,11.53,6.3,81.95,23.02,23.145,54.92,52.3,50.73,20.77,91.78133922,69.12,8.471,44.47,101.5,15.785,165,107.98,8.92,29.56,73.4,13,16.74,64.5,23.30660445,143.2,56.8,185,10.5,100.05,113.85,139.5,11.51,64.73,71.17,84.9,3.551,36.25,54.36,818,62.81,22,86.99,20.4663475,14.435,27.84,44.075,175,59.5,148.3,26.2,949.95,28.38,49,96.42,49.8,116,2.96,19.6,21.46,27.77,74.13,64.49,58.36,79.01,79.79,1.21,12.68,27.995,24.65,29.76,151.45,46.195,28,12.625,40.185,78.81,43.02,9.4,15.5,53.39,23.2,24.5,45.79,126.65,40.8,60.4,4.073,2.542,16.46,38.1176094,78.99,14.215,61.19,72.11,56.59,78.76,17.65,281,325.2,15,67.01,88.5,53.8,57.34,88.73,13.7,336.95,95.59,69,94.79,71.4,23.35,53.59,34.975,34.955,130.05,94.38,62.73,37.2,136.5,0.51,320,21.5,123.6,22.325,10.15,5.889,48.51,62.3,3.309,3.069,46.07,157.05,74.86,16.195,20.17,27.04,19.42,15.75,19.3,10.42,69.29,70.03,59.85,148.9,11.115,97.51,111.3,110.4,49.085,13.76,88.68,178.8,11.3,167.4,7.68,15.955,14.23,33.085,60.42,20.775,126.35,153.05,70.62,7.422,28.195,34.98,34.165,122,38.905,146.66,34.11,746,49.545,10.291,17.68,14.325,14.515,59.835,182.49,159.91,215.52,182.48,145.15,33.4,37.9,229.06,31.753,3.07,20.95
22-06-16,4380.03,1388.83,1984.18,968.87,744.27,1365.13,1508.1,787.48,951.02,688.25,539.18,13.79,17.24,20.7,52.34,121.3,44.68,165.78,38.125,6.29,19.105,11.36,6.37,81.84,23.1,23.16,54.69,52.47,50.61,20.905,92.24886594,69.15,8.55,44.605,101.4,15.715,165,109.66,8.934,29.46,72.86,12.98,16.64,64.67,22.6032834,142.75,56.5,183.7,10.53,101.8,115.2,139.8,11.56,64.42,71.7,84.8,3.5,37.91,54.45,817.99,62.78,22.53,86.97,20.5847071,14.24,27.96,43.51,174,59.7,148.25,26.61,943,28.22,49.15,96.95,49.8,116.95,2.91,19.39,21.57,27.41,74.1,64.79,58.76,79.6,80,1.23,12.585,27.375,24.8,29.52,151.7,46.74,27.89,12.545,39.945,79.7,43.03,9.5,15.7,53.51,23.3,24.5,45.88,126.7,39.86,60.63,4.05,2.496,16.51,38.496744,78.96,14.44,61.15,72.69,57.33,78.23,17.88,277,326.85,14.78,67.04,88.5,54,57.37,88.75,13.45,339.2,95.61,71,96,70.73,23.09,53.59,34.78,34.74,130.15,95.74,63.27,37.26,132.52,0.51,326,21.75,125,21.94,10.2,5.943,48.745,61.77,3.355,3.09,46.365,158.15,74.97,16.355,20.125,27.08,19.43,15.61,19.38,10.46,68.59,71.17,59.8,149.11,10.995,97.91,112.05,110.3,49.5,13.66,88.2,179.2,11.295,168.5,7.61,15.9,14.25,33.01,61.03,20.71,126.38,153.03,71.42,7.35,28.465,34.92,34.485,122,39.17,146.84,34.73,743.5,49.735,10.346,17.545,14.295,14.585,60.04,183.03,160.35,215.91,183.24,144.91,33.37,37.98,229.04,31.833,3.09,21.13
23-06-16,4465.9,1423.84,2013.83,980.49,762.32,1381.66,1531.49,799.55,966.53,714.06,533.18,13.89,17.515,20.7,52,123,45.7,168.43,39.33,6.32,19.39,11.4,6.566,83.12,23.6,23.49,54.99,52.47,51.35,21.51,93.69040666,70.25,8.897,45.445,102.75,15.645,165,110.52,8.884,29.5,72.24,13.105,16.67,65.86,22.69544271,144.6,56,187.65,10.68,105.1,116.85,139.5,11.06,64.65,73.43,84.91,3.42,37.29,55.53,819.99,63.88,22.9,89.01,21.1370519,14.775,28.765,44.75,174,60.38,149.1,26.8,953,28.34,49.48,96.62,49.8,118.3,2.99,19.5,21.845,28.18,75,65.74,59.28,80.16,80.88,1.21,12.795,28.18,24.95,29.905,153.5,46.61,26.43,12.88,40.8,80.47,43.69,9.44,15.5,53.75,23.2,24.25,47.42,128.4,41.37,62.02,4.15,2.507,16.825,38.156495,79.87,14.715,61.16,73.5,58.09,81.6,17.98,277,341,15.24,67.6,88.7,54.76,58.39,89,13.7,341.4,96.64,70.95,96,70.8,22.55,54.96,34.905,35.655,130.3,96.54,63.79,37.2,134.79,0.56,329.95,21.62,126.85,22.105,10.4,5.992,50.02,61.85,3.5,3.14,47.7,161.2,75.9,16.705,19.75,27.08,19.575,15.59,19.41,10.52,68.51,72,59.03,149.35,11.16,99.5,110.35,112.2,50.2,14.31,89.94,178.96,11.7,170.65,7.55,16.005,14.58,33.545,62.19,20.88,126.375,153.01,72.44,7.339,28.71,34.77,36.26,122.01,39.99,146.75,34.69,765,50.32,10.496,18.2,14.315,14.685,61.255,185.84,163.44,215.4,186.59,145.18,33.5,38.26,229.08,31.761,3.109,21.15
